ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.173666757,197.561859,21929.81662,6.972746338,334.6800134,424.0506391,14.62671912,64.91528019,3.955084057,0
7.174754961,195.5238057,21031.57587,7.143270339,336.8746498,427.4909554,14.29366176,66.97140752,3.952953527,0
7.106355154,195.744701,22464.39468,7.182940646,328.6131712,428.9893338,14.52746499,68.01966155,3.969755149,1
6.975209629,195.7431553,21090.75319,7.13404371,338.0785618,431.0725206,14.66432967,66.24151762,3.952930116,0
7.022643406,195.4853515,22033.24384,7.157211803,332.9198585,422.5560354,14.39720104,66.12467248,3.993630136,1
6.599593819,198.3232608,21078.88717,6.234231482,331.4956368,447.9877914,12.93630433,59.8336193,4.702310753,0
6.98009304,193.2728099,22554.49235,7.148316499,331.2331642,414.3590606,14.06187532,66.06356915,3.953239011,1
7.16907985,198.9293902,22498.87266,7.326281504,339.0636674,423.8406577,14.53592212,67.47021948,3.954110959,1
7.155916789,198.4811563,22251.48994,7.049415637,333.9066603,423.3291434,14.19219962,66.80169825,4.052281804,1
4.739548767,162.2468857,27215.90274,2.862535374,372.8150748,437.2175902,15.13047649,65.09129142,2.942348225,1
7.262358077,197.3156369,21523.07826,7.227958808,334.6774396,427.9371367,14.17294384,65.95598804,4.015152259,0
7.118494814,198.0185939,20643.1572,7.058450463,333.5340485,424.6544679,14.30510752,66.5242822,3.966167802,0
6.999910708,194.6787455,21279.72166,7.076500364,334.9816691,428.8904631,14.28788243,67.18614514,3.932673337,0
7.154208151,195.146714,22214.1032,7.103360129,331.9487352,424.1311001,14.50850787,67.99977566,4.041503172,1
7.099067272,197.3230491,21164.28762,7.090548484,335.6076098,421.3313098,14.11486862,65.99489179,3.929656223,0
6.937278616,194.3409633,21214.65143,7.257166629,335.7025086,430.938507,14.5034817,67.42416489,4.007350746,0
5.613562647,204.5693658,16615.90815,5.618949091,316.0998242,341.5236716,15.17395626,73.4501645,3.465088676,0
7.028206526,194.8637012,21730.99581,7.179284493,334.1756286,432.9573657,14.30110392,67.343752,3.934284321,0
7.079630192,195.3006058,22196.53168,7.195828967,334.2210847,427.413704,14.26635484,66.33356203,4.070194942,1
6.993276512,196.6129453,21634.74963,7.006465427,335.0559348,430.1458667,14.43812307,65.79628229,3.901762962,0
0.989912213,133.2169416,16922.8539,9.293288644,444.3757307,322.2911912,10.43007634,43.57846551,5.160603788,1
7.098566378,192.9489675,21932.19958,7.04916953,335.2405698,427.0114943,14.11106228,66.65008445,3.954129856,1
7.150046115,238.7982302,14708.47419,8.606774255,450.9144544,365.7391217,14.96653219,53.14497859,2.633890804,1
7.240292733,197.7042838,22482.00974,7.316132778,328.9929904,428.0388603,14.13317928,65.20729019,4.04310009,1
5.628313272,192.3407437,22856.7429,7.764692573,343.0395093,439.0547587,15.1999056,50.22994366,4.061644661,1
7.146623573,196.3585367,22360.74005,7.02781194,336.0394324,438.2241334,14.42735748,66.95577863,3.961010263,0
7.13219082,195.9927867,21800.11092,7.037632764,332.3232291,435.3025956,14.31536993,64.29644893,3.947216343,0
7.130099196,275.6797801,9480.617796,8.415948255,295.6188377,383.4550683,18.32287885,94.41630108,1.986191593,0
7.055708999,195.048183,22116.32965,7.097688384,336.6954397,422.5491359,14.47854,66.99505764,3.927064615,0
7.014070984,195.0625339,21724.34214,7.199099794,332.9830488,432.8309657,14.41282861,66.42292964,3.931009634,0
7.138366698,198.5262412,22541.44032,7.043467736,328.4695251,424.5395663,14.31912966,65.91883722,4.042540301,1
7.067743718,196.6451453,21506.23064,6.988947106,334.6759759,425.8836407,14.31474798,65.80095907,4.003636089,0
7.120998007,196.172556,22602.6819,7.078029247,326.3904978,427.4052487,14.76069091,67.72550836,4.029338228,1
6.980722745,195.6299039,22108.63653,7.047299021,334.2794026,426.7237993,14.57402517,67.02605967,3.999718528,0
7.024322433,194.6460591,22229.89599,7.219953888,331.0139881,429.8633676,14.33605733,67.11879188,4.006326364,1
7.084975797,194.9610819,21384.64238,7.064886853,333.7903473,424.5934558,14.2553964,65.44011203,3.99600414,0
7.047634142,195.044505,21660.90058,7.118831227,333.029022,421.4371276,14.22638742,67.32163569,4.004564912,1
6.959221043,195.879814,22225.71673,7.12832057,331.7586663,429.3956886,13.99784375,66.6108771,4.038996605,0
7.087469208,195.2016299,21319.23344,7.100278124,330.0642959,426.1187944,14.22643732,65.36929162,3.977500748,0
8.107091815,213.029273,24531.86944,6.237222388,322.0970558,517.4900494,14.35203141,59.86028556,2.769164071,0
7.126062533,197.7283403,21530.03963,7.311008843,331.293614,420.5940598,14.22769658,67.91990277,3.98973644,1
7.264555049,193.8690593,21915.39822,7.305411635,333.8886701,421.5116775,14.00253122,67.61213989,3.98926964,1
4.09141145,146.7899381,24252.45882,7.254980811,282.6935021,482.2944042,10.61155551,70.06944171,5.95232482,0
6.069615757,186.6590397,26138.78019,7.747547481,345.7002573,415.8869545,12.06761957,60.41992108,3.669711704,1
7.146463497,194.6481076,22255.03779,7.221114483,332.5847578,428.0928199,14.03409093,66.63751274,4.013365054,1
7.062939588,194.445286,21960.75038,6.919033904,331.7465785,433.6232723,14.33371511,67.11910907,3.999592609,0
7.00340185,198.2530173,23061.76464,7.166442356,327.5489223,429.8695543,14.27825839,65.93373587,3.962195757,1
7.025987407,195.9827587,22712.0404,7.055173737,334.613743,433.9265898,14.6042505,68.01846357,4.061313388,1
7.002950176,197.5176184,21432.62513,7.02986251,331.4827622,420.9069303,14.39490774,65.95947927,3.99404644,0
7.167831657,197.6632827,22353.40164,7.066639229,333.4488568,433.695271,14.48875746,66.87963482,3.918994423,0
10.5047602,143.7674977,31320.24559,7.728504926,402.9535326,491.2160335,12.00383244,75.64170808,4.681366362,0
7.099907562,196.8623905,21913.87747,6.920118459,333.7140384,428.5137018,14.15094886,66.15953184,3.955961094,0
7.081792033,193.9831123,21545.43903,7.146316888,333.0880973,427.6944396,14.23888326,66.13775101,3.989300629,0
6.994279487,194.2619785,22780.86489,7.103865121,335.5979148,426.0448213,14.37779397,64.47255226,3.937925736,0
7.078334911,198.3112747,21956.21299,7.220676689,330.231182,427.6633507,14.33265021,66.90898588,3.973922196,1
2.97442941,147.1486747,17326.20225,2.498596721,393.1687446,375.4114701,12.79818681,76.41306857,2.779901842,1
7.225894427,196.8683238,22029.29192,7.103592121,335.6017608,417.6344846,14.30364711,66.9398643,4.017926233,1
7.135441454,194.7213508,22153.01012,7.083112136,330.3979348,423.2135216,14.4990942,66.56748625,4.02071845,1
6.867639653,197.0645194,21838.0886,7.184654863,331.1459248,419.1213558,14.6658612,65.99992228,3.954821564,0
7.151937304,193.8333178,22644.99143,7.103585423,336.0657955,410.8086182,14.19603398,67.03639978,3.976740232,1
8.174186267,244.2490458,31114.82084,4.726912286,285.3320258,418.6196001,14.87362623,56.46415749,4.709402885,1
7.015810039,197.5817048,20902.01715,7.015385556,333.0924323,430.873549,14.2926918,66.12456174,3.975521862,0
7.05922903,195.3006515,21768.75921,7.016634245,333.8416579,422.7929505,14.4288219,66.56681129,3.902313341,0
7.049843901,195.9615975,21906.6876,7.005424995,333.2810691,426.6009058,14.0168191,66.85314765,4.032838499,1
7.075688655,197.139083,22314.08852,7.139805624,333.7988396,429.2653469,14.00249693,66.52671317,4.018297596,0
7.200422289,197.6793587,21297.51807,7.030781987,335.3372881,422.8838234,14.3082361,66.48193207,3.973947196,0
7.107901471,196.4331691,21860.5755,7.015430434,334.7100394,438.714344,14.2833466,65.96741575,3.920530527,0
7.094770915,196.5281628,21979.44385,7.158759959,330.243493,425.2059488,14.31992431,67.06706572,3.949265262,1
7.074027657,193.3098761,21533.3313,7.291853024,334.4995472,423.0149664,14.44012705,65.52279524,4.065439673,1
7.08372269,192.4492195,22484.04206,7.374515077,334.0021513,430.9854937,14.39314957,67.6182207,4.024251031,1
7.205798745,193.8447801,21981.41784,7.078913594,335.1479846,417.901464,14.39109651,65.46594197,3.908858209,1
7.183212982,194.617558,22278.98254,7.162175906,333.3210648,421.876939,14.45016003,66.91754068,4.035726688,1
6.510855611,223.8606218,15147.17146,7.667533316,389.3911484,437.0513643,12.08502582,52.33907542,4.225608376,1
7.086280309,195.443119,21466.67847,7.136137624,333.9465475,428.9999586,14.17342917,66.3997049,3.939639527,0
7.13539186,195.548057,22157.49139,7.062656626,333.3143628,431.5651213,14.69079365,65.08239342,3.949358218,0
7.203584366,194.5538673,22307.50413,7.03233834,333.5118266,427.4984467,14.35621017,66.08382199,3.951984796,1
7.151205618,192.8888674,21925.41848,7.3424943,327.2100346,420.7288633,14.39850004,66.19121479,3.983258435,1
6.97287091,194.7206599,22144.05676,7.164672429,330.948836,423.1140892,14.6044731,67.24914645,3.922564399,1
6.985844112,193.9249794,22380.58555,7.204409418,335.4898757,427.6849727,14.26645124,67.64727188,3.988205525,1
6.862936026,220.1478891,23580.65729,6.611543403,285.192181,325.721747,13.47275776,89.41293484,3.806093256,0
7.167756409,196.3176322,21555.39776,7.111055601,336.3502205,427.7796839,14.50015745,66.96499586,3.997712422,0
6.96611848,196.0217942,21351.26126,7.125619437,333.7296131,421.865662,14.43021487,66.58377425,3.996057675,0
7.130939666,194.0974851,22359.08727,7.222002451,333.5411921,422.4454237,14.41444012,67.87397166,3.920779795,1
7.14420188,195.1824336,22032.05942,7.248522824,334.7759893,432.2256678,14.30421842,68.23044617,3.971166369,1
7.141570479,193.8794748,21006.43786,7.042547329,335.6940177,434.8003367,14.61173212,66.90890034,3.973041271,0
4.997770601,280.0824107,26849.19474,6.130756542,374.2329606,297.61154,15.57157096,70.56027461,3.404632906,1
7.113898345,195.2252469,22678.94236,7.110184875,334.7436331,420.4010193,14.204116,66.78290826,3.95574702,1
7.236264011,195.9113284,22171.09724,7.180056425,334.4014286,435.324949,14.26465176,67.37375527,4.029686128,1
7.120059549,194.7532034,21006.15138,7.163041942,333.2639819,427.6323674,14.49914559,66.4306141,3.970524467,0
7.275742678,196.9732504,21227.85815,7.030104532,337.2044504,422.1189028,14.39725363,66.10680608,3.974378657,0
7.13322991,195.7570719,22075.58763,7.252954954,327.4945495,428.5980077,14.2497606,66.22078312,3.9372778,1
7.248007957,197.7127915,21783.71436,7.078982646,333.8256725,431.947574,14.11409773,67.61047838,4.016958388,0
9.752703227,269.6403781,10194.32541,7.978043984,298.0824623,580.0035336,12.56261489,51.35305214,3.422110475,1
7.194185824,191.9563398,22032.55621,7.143602115,325.8696311,424.6737826,14.13443668,66.30429954,3.969965963,1
6.88300361,198.5355894,22314.87018,7.110387675,336.4322237,428.3612115,14.51216787,67.28863615,3.949531885,0
7.091185032,199.7320953,22350.38013,7.240034952,334.8216319,426.5319061,14.27018298,65.86267401,4.00409552,1
6.966835168,158.0430653,12256.67829,7.105619057,371.5174351,382.4438627,14.40808047,78.10073532,2.957441071,0
6.998331749,194.8024406,21545.34007,7.154617504,333.8427819,420.164275,14.46472372,64.93768691,3.870122783,0
7.064777861,194.6055556,21482.88736,7.095409708,332.5675552,434.8771993,14.10752981,66.77659703,3.929493054,0
7.062584434,195.0665693,22027.90017,7.23556022,331.4562331,431.9095989,14.61578782,66.62619872,4.023472125,1
7.150434182,198.0095029,21576.51512,7.069124375,332.6057429,433.0111526,14.1066724,66.67859552,4.003783434,0
7.145153992,196.7809589,22810.53984,7.179228447,327.7747743,423.9038858,14.17094942,66.18806806,3.964785753,1
7.135983527,194.5783913,21853.08836,7.017572332,333.2012735,421.9974046,14.34564684,67.08020732,3.978399914,1
7.121091959,197.3315682,21328.81477,7.02630635,332.6056523,432.7241471,14.53334647,66.13515665,4.020157853,0
7.046559493,195.5561246,21389.94653,7.061172132,333.8709404,425.1764023,14.29111966,67.15608294,3.946564406,0
7.124932438,196.1819442,22458.59507,6.978630825,332.1813761,425.4888525,13.96303411,65.17477005,3.945363464,0
7.08916487,196.3459396,22274.09289,7.204460851,332.985369,432.8084998,14.19076756,66.66269917,4.016624579,0
7.143486697,195.511174,22518.20983,7.259939589,328.5412904,422.5019518,14.46333969,66.12978414,3.989859842,1
6.100245391,160.6082305,13886.80971,7.542775332,366.6887947,449.9482865,18.72285989,64.39052126,2.174898199,1
7.122740914,197.5433882,21543.21419,7.197169147,330.4902432,421.7367875,14.13998209,66.50331248,3.965700677,1
7.153754936,194.8411395,22247.34664,7.027840698,334.0896662,431.2690185,14.4996822,65.75982125,3.980197634,0
6.79546901,187.7830201,15300.83867,7.486598424,316.9569345,498.665928,19.60042881,55.40111272,5.163088154,1
7.117978401,196.1348498,21227.47795,7.133656578,333.4502454,424.1702478,14.38181593,66.74122843,3.952642747,0
7.013350297,199.742086,22520.83212,7.114291872,334.6499785,422.0715359,14.20292094,66.02745953,3.937698195,1
7.106823979,193.477418,22116.71093,7.193754709,331.071372,419.3304792,14.20285694,66.2825064,3.969944845,1
5.323815584,232.36858,37625.75268,8.879822934,380.576472,580.8977004,12.29380305,55.31001941,2.880721846,0
7.092429022,194.3656603,22716.3292,7.222684847,329.9726746,427.1857323,14.21982264,67.60466502,4.049420113,1
8.28876546,211.4527443,11234.04147,6.385510464,360.8433115,525.0886107,15.0985705,62.9999989,3.580523461,0
7.116142796,196.9369848,21556.84932,7.205673532,333.6433192,421.2027676,14.67112524,65.6915243,3.999562244,1
9.066628054,203.3841234,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,76.41651045,4.055421251,0
7.114240581,195.374516,22106.26168,7.224492446,332.3390436,433.668586,14.09362606,65.69402603,3.935288276,1
7.102048965,192.7844131,22116.73855,7.005890208,331.2954173,433.1356675,14.34706527,67.65388971,3.934819641,1
5.624819996,215.8228726,9028.760345,9.256097772,274.2923054,340.6483926,10.68067274,72.48745023,4.355489162,1
7.106687118,195.5712657,22118.53009,7.111331407,330.5544889,428.9463353,14.00079391,66.38270354,4.050670823,1
7.074928919,192.769913,22589.59685,7.193905179,335.2338926,425.5861766,14.27083637,66.22717314,3.937745483,1
7.007748782,193.4845691,22683.38273,7.097489063,333.6879997,432.371192,14.3617653,66.30282954,3.996744245,0
9.564853066,251.8066655,17156.33671,6.253179732,346.7052091,410.3224303,18.62712569,82.95587204,3.182805359,0
11.49101091,94.81254522,37188.82602,9.263166161,258.9306004,439.8936179,16.17275544,41.55850072,4.369264314,1
7.074633084,196.6458381,21132.31873,7.181812792,335.4055701,427.9450883,14.31668373,67.27165837,3.881084685,0
7.129973571,194.3035606,22113.85716,7.105027004,331.4038804,430.5422969,14.35389447,66.69303591,3.986256804,1
7.105160244,197.7371667,21819.47644,7.240384807,332.1441726,421.0412269,14.42923435,66.66956506,3.985003335,1
7.126117866,195.3901078,21840.47671,7.108266817,329.8160138,422.0483861,14.49820012,66.25296973,3.910115202,0
7.357295688,196.6467828,22284.2973,7.287724938,331.2703505,422.9790179,14.05362183,66.76636944,3.946546593,1
7.043824734,195.2781031,21636.61691,7.145531495,331.083928,426.9686997,14.41669355,65.39089789,3.932751554,0
7.189372476,199.7116171,21854.07108,7.278130241,326.0254105,426.2844654,14.56652438,66.6219157,4.007746358,1
6.912739399,193.206291,21911.15105,7.113421124,334.1244798,428.8465128,14.14141394,66.50420023,3.913355859,0
5.830542049,165.4670247,30021.25708,8.433096578,334.3977773,494.1545047,16.66661347,69.58025301,5.19211665,0
7.134029446,195.2263315,20781.57882,7.040883028,333.2463031,424.2961156,14.52521643,66.19089886,3.902283397,0
7.080829809,198.7553972,20991.44356,7.09351224,331.9539507,423.1205128,14.37836536,66.31764776,3.997236557,0
6.825647037,176.8410625,12838.91437,5.792424748,393.7986482,447.2891153,15.82134631,104.2309492,2.804480385,0
7.065895282,194.4304966,21211.41672,7.011671699,332.3340967,432.3902026,14.62978298,66.79931446,3.934115209,0
7.013590366,197.2143116,22545.73627,7.1731485,332.4838853,427.1794477,14.09688425,67.73055919,4.049121154,1
4.814135621,205.2140411,17650.40505,8.121080147,350.4879387,414.030709,10.99941608,47.40266587,5.190851805,0
6.957010483,197.126501,21982.12383,7.130922837,338.0597778,426.731771,14.61426574,65.79482357,3.971948788,0
5.654118943,171.7515509,16431.2049,7.283454217,387.9046319,419.0973061,11.81485238,86.30823645,3.466264458,1
7.053217945,195.2686986,21400.86272,7.181801393,330.3037724,422.7173035,14.08513741,66.70652706,3.937473961,1
7.200751185,196.8543339,22177.81829,7.24481127,332.371746,422.73886,14.42295838,67.20083285,4.003712971,1
7.123968349,196.7861778,22785.12712,7.304746499,334.4619086,420.0088603,14.42559736,66.38811612,4.026433847,1
7.176159011,196.9929152,22201.45751,6.969985496,337.8061656,422.3555225,14.52486116,66.23587141,3.948446201,0
6.106759636,211.4544892,39430.30782,8.316897374,348.7767188,389.5914401,12.89695311,85.35804917,3.924967064,0
7.065787956,196.1531083,22747.69941,7.168775969,331.0981437,419.2219611,14.38409797,66.79479726,3.993806981,1
7.044555038,196.9931355,22542.42521,7.298280899,332.5231183,422.383464,14.11006939,65.24094978,3.989267511,1
7.020367772,198.1401273,22900.08245,7.133064577,333.2477754,433.4554137,14.10376734,66.42234226,4.024458642,1
3.637170625,238.9437443,10102.48972,7.532191966,337.5344255,509.1503233,13.81845025,49.65283414,5.446565703,1
6.347020018,97.2809086,19743.14842,3.40268159,305.4312362,502.9190132,15.09409115,86.55416824,4.526350939,1
7.203389912,194.8146772,21883.37982,7.064766827,332.8104334,423.8374534,14.25992137,66.749682,4.001863651,0
7.109046812,194.6368021,22538.64006,7.261639362,333.2960531,424.0185746,14.59273214,65.902766,4.020951422,1
7.099308594,198.3316868,21667.74729,7.155834083,333.9062368,429.1425713,14.08867167,66.47327237,3.962541429,0
7.115352047,198.6387569,22553.11432,7.166124055,331.6964507,427.6011252,14.58755893,66.89646309,3.96591926,1
7.098446424,195.1755268,21501.29607,7.097542878,334.4660901,424.8023042,14.21301788,67.08748785,4.053239185,1
6.994713713,196.435649,21756.5604,7.109693361,332.3047538,429.7155181,14.17382412,66.56684989,3.982241539,0
7.105019123,199.7231436,20976.16284,7.093832072,339.9907849,428.2224158,14.60471368,68.26776033,3.971819527,0
7.035994048,195.7561006,21222.95761,7.108739872,334.1498271,428.8491688,14.43994431,65.08309302,3.912706088,0
7.025517831,196.87079,22142.11628,7.12760452,336.1342822,427.89746,14.18962792,64.82759857,3.942236158,0
7.101052093,194.354624,22514.73725,7.221515278,331.8840803,427.416869,14.28662014,66.81474101,3.958540446,1
6.492403122,234.914512,18607.21319,8.620697295,302.1313059,442.1042076,14.11682361,65.63675858,4.383394692,0
7.049055026,195.0118643,23163.33291,7.26554527,334.931969,422.6036144,14.39853963,64.56693999,4.039160237,1
6.95135823,196.2551435,21736.09799,6.987419676,332.667963,423.475301,14.53450627,65.14396279,3.903885878,0
6.490922996,189.0315882,30453.62319,6.06011893,297.5127991,476.9167256,14.97396965,47.01288944,4.372333382,0
7.174334425,196.0321703,21809.45432,7.231746719,330.9316984,416.7604628,14.19755748,67.61904844,3.984194827,1
7.054078122,197.2555419,21969.42764,7.144729081,336.6124829,425.1120457,14.32134044,66.3127976,3.914259949,0
7.086501908,197.7397542,21710.33761,7.127483778,334.2327278,428.4227763,14.33764956,66.93649429,3.955017698,0
7.131513727,196.7666275,22170.83182,6.873283863,330.8244225,425.2251541,14.55505497,67.03240347,3.94270469,0
7.104252929,193.1024026,22028.27421,7.264820633,334.9653831,418.2749476,14.31305405,65.34117939,3.949178024,1
7.057899479,196.8678911,21494.86535,7.201527024,332.3631881,426.895213,14.51621954,67.2267527,3.955676341,0
6.427512443,178.3265554,25993.71141,7.29455407,329.6952227,566.7547238,11.97427024,60.73672331,6.032994877,0
6.997251056,196.3846591,21176.57805,6.97518118,332.9319474,424.0905969,14.42051394,66.98887823,3.93662213,0
7.986018499,180.7955581,24712.99343,5.687865445,287.5708839,434.9545189,8.64249441,84.58196267,3.153004728,1
7.111277064,195.1200496,21101.25975,7.18857735,336.1670881,422.0644565,14.31461323,66.55786305,3.964738013,0
7.024301608,197.2799178,21787.66733,6.996220642,336.8409404,427.4772529,14.29080285,66.17882528,3.983260532,0
6.988045978,194.7964431,21992.80842,7.107312504,331.0315014,425.5487357,14.25367856,67.51773605,3.979837963,1
9.434005875,158.38784,20474.82082,5.857333129,285.3951123,476.8420108,14.38834959,73.16477755,4.201054364,1
7.054347104,195.2784625,21752.31255,7.003437112,333.3222338,426.5120986,14.39068116,67.4662443,3.959312021,0
7.157925719,194.3067386,21604.80517,7.123821728,332.8099251,428.8208462,14.38880235,66.46186745,3.963333832,1
6.985303737,219.5864399,16470.95219,6.445512853,339.0539915,492.9030215,15.80444893,70.60068259,3.081799008,1
7.100368297,198.00998,22555.1908,7.132298974,330.2111737,419.7103944,14.24709089,65.94691721,3.999443347,1
5.866250668,146.8656798,19679.06267,4.868479989,320.0123716,414.4270167,15.52277262,84.40368411,4.281313459,0
7.188062377,198.3742561,22749.49474,7.26768791,329.7455492,418.8810849,14.48345883,66.93810055,3.9902699,1
10.22386216,248.0717353,28749.71654,7.513408466,393.6633955,283.6516335,13.78969532,84.60355617,2.672988737,0
7.067302629,197.3341603,21687.13268,7.066150234,331.3483603,428.6472938,14.50745532,66.6359223,3.924295473,0
7.145146554,194.2359594,22481.3318,7.358094589,333.6799093,428.4068292,14.22977367,66.31901152,3.941137575,1
7.057538543,200.4887906,22661.02319,7.252100141,332.8650941,433.7397102,14.39471087,66.07132687,3.944358493,1
7.146260089,195.0987012,22117.18336,7.160861316,333.0208176,426.4509571,14.43727158,66.12449584,4.018431971,1
7.087394868,194.7683478,21625.55512,7.151113344,335.833809,424.7987594,14.2391587,67.50432667,3.960958117,0
7.144267725,194.0583433,22526.68178,7.16721576,332.5659386,436.6637979,14.20907841,65.96201486,4.026346401,1
7.076578571,196.4758998,22407.57248,7.282644478,332.6354925,422.0857864,14.19380456,65.43668617,4.003607404,1
7.120186776,192.9743874,22539.59942,7.180725118,333.6954284,427.3864683,14.64844241,66.02539087,3.970806821,1
7.069227333,198.2774036,22500.16604,7.103268843,333.6715457,425.1112319,14.25430315,68.51822635,4.036009402,1
7.104746111,199.1433646,21704.48093,7.110005754,331.7144348,432.5265259,14.29001382,65.36007653,3.985981056,0
7.14133397,196.4471577,22188.90725,7.171142689,332.312207,425.6807373,14.13892679,66.96288348,4.006331314,1
7.094210074,197.0286809,22188.81125,7.175862151,333.1417054,423.7391151,14.43785997,66.60903395,3.958674376,1
7.147713542,197.2281945,21776.46542,7.28828882,334.7373471,428.9030687,14.08399272,67.71481319,3.943478411,1
6.98440553,181.7073433,18194.54531,8.263803917,371.1464579,201.6197368,11.26739837,68.1926582,3.406210458,1
7.080368808,195.3567009,22828.54921,7.326447886,334.4385513,427.4353785,14.32043691,65.47004961,3.981770365,1
7.134927476,194.5178054,20716.16406,6.994689909,333.6230543,433.7657128,14.93183346,65.92170018,3.959519476,0
7.012521837,198.4603959,22162.98827,7.089425877,332.7392447,428.5050502,14.32737424,66.87176637,3.983275487,1
7.147402903,196.3459539,21960.38352,7.275873349,331.6220813,429.6439401,14.161816,67.55900745,3.988732654,1
6.978844889,194.723559,21860.49784,7.135952651,332.7296675,433.9147357,14.01878893,67.74002462,3.995176217,0
7.038785908,195.3070891,22197.62676,7.170797207,336.1428013,421.5214636,14.18107694,66.70359417,3.918976742,0
7.95145117,185.4217237,6108.795734,7.117858564,344.7956809,283.8772795,18.90439925,85.7997587,3.886882386,1
7.392084038,173.5287784,20185.67623,9.120931425,384.1172466,310.0748512,23.31769912,81.1295428,3.778458496,0
7.053264075,195.1047977,21575.44184,7.088467276,332.5853255,430.0715785,14.45071533,65.61211052,3.964289825,0
7.166935332,196.6579692,22693.99434,7.159669575,330.0327767,423.2426675,14.43807992,68.32471096,3.960955794,1
7.04294631,195.7889813,21871.77259,7.047416323,334.4398457,420.609774,14.48640769,66.1853939,3.922540468,0
6.961807817,196.0200836,22200.72057,7.013158401,334.3256854,424.8919264,14.18038678,67.37933805,3.971641072,0
5.365192408,238.2912124,16262.93925,7.507931031,255.5446784,393.5338792,12.46504348,27.0957029,3.180798457,0
7.143314994,194.4921318,21903.37152,7.068273748,333.7159517,427.9310175,14.31970192,66.79064812,3.969898761,0
7.11853653,193.4450612,21919.13107,7.155988242,333.2240327,425.2573088,14.33180762,66.55653914,3.986384191,1
7.217219629,194.7184316,22553.15959,7.102966096,333.5953074,429.4493709,14.29601892,66.34183234,4.007732793,1
7.13362642,194.0437937,22323.83329,7.03644805,335.6649949,428.3405475,14.29233449,64.5149475,3.955782154,1
7.045167868,195.7366185,22195.38253,7.080238207,334.2258834,429.1037672,14.35791796,65.92628914,3.982984308,0
7.815121778,190.3139043,20229.10815,9.186893055,335.6387257,379.222873,14.97934763,73.42542759,3.096163272,0
6.998085658,197.7794439,21475.80729,7.101398533,331.2165013,425.1772745,14.3891658,65.34263843,3.986820957,0
7.851925692,235.3383115,14763.58011,7.741975289,338.6033224,505.6656389,11.86337036,49.5983815,5.204044178,1
9.323583858,212.7106698,15751.1753,5.501070114,296.848512,399.7737042,10.62226549,74.55428506,3.006650222,0
7.086885905,197.8439315,22508.50699,7.241267399,332.2328905,428.1177425,14.44581373,66.3088432,4.002881757,1
7.053080268,195.4493586,20804.72398,7.060918562,332.1157514,426.3445327,14.33020415,67.45317072,3.944513502,0
7.049117987,197.0003836,21918.80812,7.162211351,333.8863719,427.6915068,14.32388621,66.17114657,3.975962114,0
